seq	lat	long
1048	-99.115	19.245
1049	-99.12	19.415
1050	-99.115	41.748
1051	-100.31	25.66
1052	-99.285	19.36
1053	-99.125	19.395
1054	-99.12	19.295
1055	-100.28	25.64
1056	-103.325	20.655
1057	-99.075	19.49
1058	-103.38	20.655
1059	-99.21	19.375
1060	-99.13	19.405
1061	-100.28	25.725
1062	-103.365	20.685
1063	-103.405	20.665
1064	-99.085	19.485
1065	-99.085	19.41
1066	-99.245	19.53
1067	-100.33	25.67
1068	-99.105	19.49
1069	-100.285	25.63
1070	-100.315	25.785
1071	-100.26	25.595
1072	-100.285	25.655
1073	-99.3	19.35
1074	-99.125	19.405
1075	-99.175	19.28
1076	-99.155	19.475
1077	-99.15	41.778
1078	-99.16	19.49
1079	-99.28	19.365
1080	-99.075	19.305
1081	-103.365	20.695
1082	-103.35	20.66
1083	-99.115	19.35
1084	-99.055	19.29
1085	-99.185	19.415
1086	-99.2	19.485
1087	-99.3	19.37
1088	-99.225	19.33
1089	-103.32	20.655
1090	-100.285	41.845
1091	-103.38	20.64
1092	-99.125	19.505
1093	-100.305	25.645
1094	-99.175	19.485
1095	-99.055	19.32
1096	-99.16	19.355
1097	-103.3	20.695
1098	-99.13	19.275
1099	-100.35	25.685
1100	-99.11	19.31
1101	-99.145	19.295
1102	-99.145	19.305
1103	-100.375	25.715
1104	-99.155	19.46
1105	-99.065	41.717
1106	-99.135	19.555
1107	-99.12	41.778
1108	-103.315	20.655
1109	-100.295	25.65
1110	-99.215	19.365
1111	-99.115	19.44
1112	-99.1	19.435
1113	-100.28	25.625
1114	-99.195	19.355
1115	-99.08	19.35
1116	-99.105	19.325
1117	-99.11	19.485
1118	-100.34	25.675
1119	-103.345	20.715
1120	-103.31	20.685
1121	-99.085	19.39
1122	-103.345	20.71
1123	-100.34	25.75
1124	-99.22	19.425
1125	-99.21	19.345
1126	-99.12	19.475
1127	-99.07	19.49
1128	-99.12	19.455
1129	-99.14	19.55
1130	-99.265	19.385
1131	-99.135	19.35
1132	-103.35	20.655
1133	-99.14	19.555
1134	-99.065	19.395
1135	-99.07	41.748
1136	-100.375	25.735
1137	-99.15	19.455
1138	-99.01	19.255
1139	-99.15	19.405
1140	-99.08	19.295
1141	-100.39	25.73
1142	-99.15	19.46
1143	-99.17	19.47
1144	-99.12	19.435
1145	-103.37	20.625
1146	-103.33	20.695
1147	-103.395	20.69
1148	-99.07	19.205
1149	-103.395	20.64
1150	-103.405	20.635
1151	-99.015	19.295
1152	-99.065	19.315
1153	-100.265	25.595
1154	-103.3	20.655
1155	-99.215	19.305
1156	-103.32	20.68
1157	-103.4	20.625
1158	-99.255	19.375
1159	-100.35	25.68
1160	-100.29	25.65
1161	-100.39	25.755
1162	-99.08	19.31
1163	-103.355	20.67
1164	-103.38	20.705
1165	-100.315	25.695
1166	-99.21	19.39
1167	-103.38	20.715
1168	-99.14	19.28
1169	-98.995	19.265
1170	-99.115	19.295
1171	-99.125	19.245
1172	-98.97	19.37
1173	-103.375	20.615
1174	-100.375	25.77
1175	-99.095	19.495
1176	-99.235	19.365
1177	-103.275	20.66
1178	-103.295	20.69
1179	-100.325	25.675
1180	-100.34	25.705
1181	-103.29	20.68
1182	-103.32	20.675
1183	-99.115	19.42
1184	-103.38	20.63
1185	-99.21	19.36
1186	-99.095	41.778
1187	-100.3	25.67
1188	-100.285	25.67
1189	-100.285	25.69
1190	-99.13	19.555
1191	-103.335	20.67
1192	-99.06	19.41
1193	-103.33	20.675
1194	-99.23	19.405
1195	-100.285	25.705
1196	-98.58	19.335
1197	-100.31	25.67
1198	-100.38	25.755
1199	-99.17	19.35
1200	-103.315	20.65
1201	-99.255	19.38
1202	-103.32	20.67
1203	-99.22	19.46
1204	-99.115	19.285
1205	-99.075	19.31
1206	-99.105	19.38
1207	-103.4	20.645
1208	-99.11	19.42
1209	-99.14	19.535
1210	-99.105	19.48
1211	-103.31	20.66
1212	-99.265	19.37
1213	-99.17	19.305
1214	-100.29	25.625
1215	-103.29	20.645
1216	-99.205	19.39
1217	-99.115	19.335
1218	-99.115	19.38
1219	-100.335	25.675
1220	-100.355	25.745
1221	-99.02	19.295
1222	-99.085	19.47
1223	-99.13	19.28
1224	-99.095	19.445
1225	-100.25	25.58
1226	-103.33	20.715
1227	-100.34	25.725
1228	-100.28	25.695
1229	-103.31	20.645
1230	-103.285	20.665
1231	-100.27	25.65
1232	-99.135	19.395
1233	-99.165	19.25
1234	-99.1	19.405
1235	-99.12	19.395
1236	-103.385	20.67
1237	-99.165	19.34
1238	-103.4	20.685
1239	-99.13	19.495
1240	-99.14	19.54
1241	-103.39	20.69
1242	-99.115	19.425
1243	-103.31	20.69
1244	-99.07	19.39
1245	-99.165	19.46
1246	-103.36	20.67
1247	-99.14	19.33
1248	-99.2	19.375
1249	-99.17	19.51
1250	-100.34	25.72
1251	-99.13	19.46
1252	-99.12	19.265
1253	-103.37	41.84
1254	-99.035	19.295
1255	-99.075	19.37
1256	-99.17	19.255
1257	-100.38	25.71
1258	-100.27	41.845
1259	-99.195	41.717
1260	-100.395	25.785
1261	-103.31	20.675
1262	-99.11	19.22
1263	-98.995	19.215
1264	-103.36	20.71
1265	-99.195	19.395
1266	-100.345	25.675
1267	-103.35	20.71
1268	-100.33	25.735
1269	-100.315	25.735
1270	-103.285	20.69
1271	-99.17	19.45
1272	-84.08	9.94
1273	-99.205	19.36
1274	-99.055	19.385
1275	-100.29	25.62
1276	-99.04	19.295
1277	-100.38	25.715
1278	-99.055	19.395
1279	-103.345	20.69
1280	-99.12	19.23
1281	-99.215	19.37
1282	-99.145	19.365
1283	-103.33	20.665
1284	-100.31	25.705
1285	-99.155	19.55
1286	-99.12	19.445
1287	-99.24	19.38
1288	-99.26	19.36
1289	-99.175	19.54
1290	-103.315	20.665
1291	-99.205	19.365
1292	-99.115	19.45
1293	-99.14	19.425
1294	-99.245	19.41
1295	-100.295	41.845
1296	-103.39	20.695
1297	-103.315	20.69
1298	-99.13	19.47
1299	-99.16	19.305
1300	-103.385	20.66
1301	-99.235	19.285
1302	-99	19.335
1303	-99.125	19.355
1304	-100.28	25.705
1305	-99.055	19.42
1306	-99.14	19.375
1307	-105.195	41.903
1308	-99.08	19.39
1309	-99.15	19.41
1310	-103.335	20.655
1311	-99.115	19.465
1312	-99.175	19.35
1313	-103.35	20.62
1314	-99.165	19.49
1315	-103.27	20.695
1316	-103.34	20.715
1317	-99.06	19.465
1318	-99.245	19.385
1319	-99.185	19.305
1320	-103.365	20.665
1321	-99.145	19.36
1322	-103.38	20.695
1323	-99.025	19.355
1324	-99.165	19.47
1325	-99.075	41.748
1326	-99.195	19.46
1327	-99.05	19.295
1328	-99	19.175
1329	-100.385	25.72
1330	-100.365	25.71
1331	-103.29	41.84
1332	-99.23	19.31
1333	-99.175	19.455
1334	-99.11	19.505
1335	-103.34	20.655
1336	-99.175	19.325
1337	-99.135	19.31
1338	-99.23	19.305
1339	-99.065	19.375
1340	-100.19	25.735
1341	-100.335	41.845
1342	-99.25	19.375
1343	-99.045	19.29
1344	-100.375	25.69
1345	-99.06	19.42
1346	-99.21	19.51
1347	-99.18	19.36
1348	-99.14	19.515
1349	-99.24	19.305
1350	-100.3	25.675
1351	-110.29	30.995
1352	-99.14	19.315
1353	-103.34	20.745
1354	-99.11	19.445
1355	-99.205	19.48
1356	-99.08	19.495
1357	-99.205	19.49
1358	-99.09	19.395
1359	-100.39	25.745
1360	-99.13	19.545
1361	-100.36	25.72
1362	-100.4	25.765
1363	-103.31	20.65
1364	-100.325	25.69
1365	-103.325	20.675
1366	-99.195	19.375
1367	-99.035	19.39
1368	-99.105	19.465
1369	-99.04	19.29
1370	-103.28	20.67
1371	-99.12	19.46
1372	-103.35	20.63
1373	-103.35	20.695
1374	-99.185	19.29
1375	-103.325	20.705
1376	-99.005	19.27
1377	-99.075	19.39
1378	-99.095	19.395
1379	-99.12	19.24
1380	-99.065	19.465
1381	-99.11	19.295
1382	-99.215	19.495
1383	-99.11	19.45
1384	-99.15	19.32
1385	-99.085	19.32
1386	-99.03	19.36
1387	-103.335	20.66
1388	-99.28	19.325
1389	-99.17	19.315
1390	-99.15	19.295
1391	-99.1	19.44
1392	-100.26	25.605
1393	-100.27	25.615
1394	-103.375	20.69
1395	-99.235	19.28
1396	-99.085	19.36
1397	-99.235	19.475
1398	-99.23	19.335
1399	-103.31	20.665
1400	-103.3	20.68
1401	-99.14	19.565
1402	-103.32	20.72
1403	-99.105	19.455
1404	-116.97	32.5
1405	-103.295	20.685
1406	-103.275	20.67
1407	-99.155	19.455
1408	-99.16	19.52
1409	-100.33	25.66
1410	-103.34	20.685
1411	-100.275	25.66
1412	-99.12	19.365
1413	-99.115	19.31
1414	-99.27	19.345
1415	-99.055	19.34
1416	-100.325	25.65
1417	-99.06	19.415
1418	-103.32	20.66
1419	-100.37	41.845
1420	-99	19.36
1421	-100.3	25.705
1422	-100.28	25.69
1423	-99.2	41.717
1424	-99.165	19.305
1425	-99.22	19.315
1426	-99.185	19.28
1427	-103.325	20.645
1428	-100.29	25.705
1429	-100.3	25.69
1430	-99.155	19.515
1431	-99.215	19.285
1432	-99.2	19.475
1433	-99.19	19.475
1434	-99.085	19.415
1435	-100.3	25.635
1436	-100.27	25.68
1437	-99.085	19.455
1438	-103.37	20.66
1439	-99.17	19.29
1440	-99.215	19.455
1441	-103.335	41.84
1442	-99.25	19.32
1443	-99.115	19.345
1444	-99.165	19.525
1445	-100.205	25.69
1446	-100.4	25.745
1447	-100.37	25.75
1448	-113.41	27.685
1449	-99.145	19.325
1450	-99.115	19.255
1451	-99.125	19.235
1452	-99.115	19.43
1453	-100.39	25.735
1454	-99.215	19.35
1455	-99.145	19.28
1456	-100.305	41.845
1457	-99.09	19.45
1458	-103.365	20.645
1459	-99.22	19.33
1460	-99.255	19.31
1461	-99.065	19.34
1462	-103.315	20.64
1463	-100.365	25.685
1464	-99.165	19.335
1465	-99.205	19.355
1466	-96.9	19.56
1467	-103.425	20.64
1468	-99.225	19.47
1469	-99.24	19.315
1470	-99.13	19.505
1471	-99.18	19.45
1472	-103.385	20.705
1473	-103.32	20.635
1474	-99.11	19.35
1475	-100.325	25.71
1476	-99.185	19.47
1477	-99.165	19.285
1478	-99.215	41.748
1479	-99.24	19.34
1480	-99.1	19.25
1481	-99.045	19.315
1482	-99.12	19.385
1483	-103.33	20.68
1484	-99.195	19.455
1485	-100.28	25.65
1486	-103.335	20.63
1487	-99.06	19.255
1488	-103.345	20.615
1489	-99.13	19.375
1490	-100.38	25.74
1491	-99.125	41.778
1492	-99.155	19.34
1493	-100.395	25.765
1494	-99.08	19.475
1495	-99.155	19.31
1496	-100.405	25.745
1497	-100.295	25.63
1498	-100.345	25.73
1499	-100.29	41.845
1500	-99.11	19.43
1501	-103.28	20.65
1502	-99.175	41.717
1503	-99.18	19.35
1504	-99.145	19.52
1505	-99.005	19.24
1506	-99.08	19.415
1507	-100.29	25.63
1508	-103.37	20.62
1509	-99	19.345
1510	-99.145	19.395
1511	-99.12	19.41
1512	-100.345	25.665
1513	-103.31	20.735
1514	-99.12	19.525
1515	-100.21	25.695
1516	-103.365	20.69
1517	-99.17	19.33
1518	-99.125	19.335
1519	-99.11	19.23
1520	-99.11	19.32
1521	-100.355	25.715
1522	-99.145	19.33
1523	-100.305	25.66
1524	-100.33	41.845
1525	-103.37	20.65
1526	-103.33	20.69
1527	-99.14	19.34
1528	-99.16	19.525
1529	-103.395	20.705
1530	-99.08	19.405
1531	-99.275	19.355
1532	-99.075	41.717
1533	-99.155	19.47
1534	-99.09	19.475
1535	-99.095	19.505
1536	-100.37	41.876
1537	-99.12	19.405
1538	-100.325	25.665
1539	-103.335	20.68
1540	-99.11	19.475
1541	-100.34	25.69
1542	-100.35	25.735
1543	-100.38	25.73
1544	-103.305	20.65
1545	-99.015	19.38
1546	-103.31	20.72
1547	-100.325	41.845
1548	-99.175	19.31
1549	-100.295	25.69
1550	-100.36	25.64
1551	-99.12	19.495
1552	-100.275	25.62
1553	-99.22	19.38
1554	-99.16	19.47
1555	-99.15	19.465
1556	-98.965	19.315
1557	-100.295	25.705
1558	-99.15	19.475
1559	-103.325	20.69
1560	-99.205	19.455
1561	-103.37	20.695
1562	-100.39	25.74
1563	-99.23	19.27
1564	-99.18	19.485
1565	-103.425	20.655
1566	-99.25	19.27
1567	-99.13	19.41
1568	-99.115	19.47
1569	-99.01	41.689
1570	-99.17	19.335
1571	-100.375	25.725
1572	-103.385	20.65
1573	-99.075	19.385
1574	-99.065	19.385
1575	-103.35	20.645
1576	-99.01	19.335
1577	-99.09	19.44
1578	-100.275	25.665
1579	-99.1	19.39
1580	-100.26	25.585
1581	-99.07	19.455
1582	-99.03	41.689
1583	-100.275	25.68
1584	-100.335	25.685
1585	-100.37	25.67
1586	-99.285	19.37
1587	-100.28	25.685
1588	-100.285	25.645
1589	-99.135	19.545
1590	-99.185	19.455
1591	-100.295	25.675
1592	-99.095	19.46
1593	-103.315	20.67
1594	-99.085	19.395
1595	-99.05	19.49
1596	-103.38	20.62
1597	-99.095	19.44
1598	-99.24	19.365
1599	-99.12	19.375
1600	-99.155	19.29
1601	-103.335	20.695
1602	-99.22	19.54
1603	-99.09	19.35
1604	-103.4	20.635
1605	-100.295	25.695
1606	-99.28	19.37
1607	-99.125	19.455
1608	-103.275	20.675
1609	-103.34	20.63
1610	-99.205	19.345
1611	-100.34	25.665
1612	-103.38	20.61
1613	-99.14	19.295
1614	-100.305	25.63
1615	-99.105	19.335
1616	-100.27	25.69
1617	-99.21	19.325
1618	-100.285	25.685
1619	-99.065	19.29
1620	-103.39	20.63
1621	-98.995	19.22
1622	-100.37	25.715
1623	-99	19.275
1624	-99.015	19.355
1625	-99.145	19.475
1626	-100.355	25.72
1627	-100.37	25.695
1628	-100.28	25.67
1629	-100.36	25.69
1630	-99.16	19.475
1631	-99.205	19.37
1632	-99.065	19.45
1633	-100.325	25.735
1634	-99.13	19.285
1635	-103.37	20.63
1636	-103.39	20.625
1637	-99.115	41.778
1638	-99.175	19.36
1639	-99.12	19.43
1640	-103.39	20.635
1641	-99.145	19.275
1642	-99.025	19.36
1643	-99.04	19.335
1644	-100.325	25.695
1645	-100.275	25.605
1646	-99.24	19.355
1647	-103.355	20.715
1648	-100.265	41.845
1649	-99.145	19.54
1650	-99.145	19.49
1651	-99.115	19.32
1652	-99.135	19.505
1653	-99.2	19.385
1654	-100.305	25.665
1655	-99.16	19.515
1656	-100.365	25.825
1657	-99.225	19.345
1658	-100.34	41.845
1659	-99.035	41.717
1660	-99.22	19.29
1661	-103.38	20.635
1662	-103.39	20.66
1663	-100.26	25.68
1664	-99.115	19.315
1665	-100.35	25.725
1666	-103.3	20.635
1667	-103.385	20.715
1668	-99.125	19.27
1669	-99.04	19.39
1670	-99.02	19.35
1671	-100.275	25.615
1672	-100.35	25.715
1673	-99.205	19.445
1674	-103.325	41.84
1675	-99.085	19.48
1676	-103.3	20.665
1677	-99.275	19.38
1678	-99.225	19.29
1679	-99.185	19.55
1680	-99.245	19.305
1681	-99.215	19.39
1682	-103.3	20.675
1683	-99.305	19.35
1684	-99.125	19.275
1685	-99.04	19.37
1686	-99.065	19.53
1687	-99.045	19.28
1688	-99.07	19.475
1689	-103.325	20.65
1690	-99.235	19.38
1691	-99.19	19.425
1692	-99.135	19.275
1693	-103.295	20.72
1694	-100.395	25.775
1695	-100.345	25.715
1696	-100.305	25.71
1697	-99.12	19.425
1698	-100.265	25.61
1699	-99.125	19.445
1700	-100.3	25.65
1701	-103.41	20.685
1702	-100.335	25.65
1703	-99.12	19.42
1704	-99.235	19.37
1705	-99.125	19.25
1706	-99.08	19.245
1707	-99.11	19.355
1708	-103.37	20.69
1709	-99.055	19.255
1710	-100.255	25.605
1711	-103.34	20.695
1712	-103.28	20.655
1713	-99.21	19.48
1714	-99.13	19.52
1715	-100.225	25.545
1716	-99.15	19.47
1717	-99.14	19.35
1718	-103.355	20.705
1719	-99.295	19.385
1720	-99.215	19.485
1721	-100.28	25.665
1722	-103.36	20.62
1723	-100.255	25.68
1724	-100.3	25.66
1725	-99.115	19.29
1726	-99.24	19.325
1727	-99.13	19.445
1728	-100.275	25.63
1729	-99.03	19.345
1730	-100.28	25.66
1731	-100.29	25.685
1732	-98.96	19.37
1733	-99.245	19.325
1734	-99.22	19.335
1735	-99.05	19.35
1736	-100.265	41.815
1737	-100.335	25.72
1738	-99.12	19.28
1739	-103.435	20.655
1740	-99.305	19.355
1741	-99.225	19.54
1742	-99.135	19.48
1743	-100.37	25.755
1744	-100.38	25.785
1745	-100.43	25.78
1746	-103.33	20.685
1747	-99.25	19.35
1748	-99.03	19.375
1749	-99.175	19.475
1750	-99.14	19.205
1751	-99.16	19.31
1752	-103.305	20.67
1753	-100.405	25.78
1754	-99.195	19.38
1755	-99.095	19.51
1756	-99.195	19.37
1757	-99.22	19.375
1758	-99.125	19.525
1759	-103.4	20.64
1760	-103.43	20.66
1761	-100.28	25.62
1762	-99.25	19.45
1763	-103.375	20.62
1764	-99.07	41.778
1765	-99.215	19.335
1766	-103.315	20.705
1767	-103.365	20.625
1768	-99.09	19.245
1769	-99.18	19.42
1770	-99.225	19.46
1771	-99.255	19.365
1772	-99.3	19.365
1773	-99.065	19.42
1774	-100.355	25.74
1775	-99.1	19.48
1776	-99.095	19.41
1777	-98.935	19.21
1778	-99.11	19.34
1779	-103.29	20.71
1780	-99.165	19.455
1781	-99.23	19.315
1782	-103.295	20.675
1783	-100.2	25.525
1784	-103.295	20.645
1785	-100.3	25.71
1786	-99.22	19.475
1787	-99.17	19.52
1788	-100.37	25.72
1789	-103.29	20.665
1790	-100.285	25.64
1791	-99.065	19.47
1792	-103.325	20.67
1793	-99.145	19.285
1794	-99.135	19.37
1795	-99.29	19.355
1796	-103.355	41.84
1797	-100.37	25.745
1798	-99.11	19.24
1799	-100.335	25.725
1800	-99.105	19.39
1801	-99.13	19.36
1802	-100.4	25.775
1803	-89.185	13.725
1804	-99.015	19.35
1805	-100.26	25.58
1806	-100.27	25.705
1807	-100.31	25.63
1808	-103.345	20.655
1809	-103.275	20.665
1810	-99.07	19.41
1811	-100.315	25.73
1812	-99.24	19.425
1813	-99.255	19.405
1814	-100.345	25.75
1815	-100.325	25.645
1816	-99.18	19.545
1817	-99.05	19.37
1818	-99.1	41.748
1819	-99.23	19.435
1820	-103.31	20.67
1821	-100.38	25.775
1822	-103.33	20.65
1823	-99.005	19.29
1824	-99.005	19.355
1825	-100.275	25.705
1826	-99.235	19.54
1827	-100.375	25.755
1828	-99.155	19.48
1829	-99.06	19.32
1830	-99.25	19.305
1831	-100.36	25.745
1832	-99.11	19.385
1833	-100.32	25.705
1834	-100.375	25.765
1835	-103.35	20.69
1836	-99.015	19.29
1837	-99.11	19.49
1838	-103.31	41.81
1839	-103.32	20.705
1840	-99.09	19.445
1841	-99.22	19.355
1842	-99.085	19.315
1843	-100.28	25.615
1844	-100.935	22.165
1845	-99.14	19.495
1846	-99.235	18.85
1847	-100.335	25.665
1848	-99.135	19.485
1849	-100.29	25.635
1850	-99.1	19.475
1851	-99.25	19.395
1852	-99.16	19.24
1853	-100.195	25.74
1854	-100.385	25.74
1855	-99.025	19.335
1856	-99.205	19.22
1857	-103.355	20.615
1858	-100.275	25.585
1859	-100.365	25.75
1860	-100.36	25.775
1861	-99.145	19.27
1862	-100.27	25.64
1863	-99.095	19.39
1864	-99.125	19.46
1865	-99.095	19.375
1866	-100.18	25.735
1867	-99.01	19.36
1868	-100.4	25.78
1869	-99.12	19.505
1870	-99.22	19.27
1871	-103.405	20.65
1872	-99.11	19.36
1873	-100.375	25.705
1874	-100.315	25.65
1875	-99.055	19.425
1876	-99.175	19.34
1877	-99.13	19.465
1878	-99.1	19.465
1879	-100.33	25.695
1880	-99	19.27
1881	-100.26	25.62
1882	-99.105	19.305
1883	-103.3	20.66
1884	-103.32	20.595
1885	-99.105	19.45
1886	-99.1	19.41
1887	-99.15	19.335
1888	-100.17	25.64
1889	-103.42	20.64
1890	-99.195	19.345
1891	-103.355	20.655
1892	-99.085	19.33
1893	-99.205	19.415
1894	-99.07	19.47
1895	-99.22	19.35
1896	-99.23	19.395
1897	-99.13	19.355
1898	-99.245	19.375
1899	-100.39	25.75
1900	-99.09	19.615
1901	-99.18	19.21
1902	-99.05	19.525
1903	-100.31	25.695
1904	-103.29	20.635
1905	-103.27	20.655
1906	-99.115	19.455
1907	-99.205	19.315
1908	-100.3	25.695
1909	-103.38	20.66
1910	-103.36	41.84
1911	-103.295	20.67
1912	-100.295	25.67
1913	-99.165	19.315
1914	-99.29	19.37
1915	-99.01	19.28
1916	-99.095	19.455
1917	-100.315	25.71
1918	-99.135	19.365
1919	-99.235	19.275
1920	-100.36	25.725
1921	-99	19.24
1922	-100.29	25.655
1923	-100.26	41.845
1924	-99.19	19.46
1925	-103.335	20.665
1926	-99.085	19.38
1927	-100.31	25.71
1928	-99.115	19.375
1929	-103.35	41.84
1930	-98.98	19.33
1931	-99.165	19.48
1932	-100.34	25.71
1933	-100.4	25.72
1934	-99.225	19.365
1935	-99.035	19.37
1936	-99.09	19.48
1937	-100.295	25.635
1938	-103.285	20.685
1939	-103.305	20.66
1940	-103.26	20.66
1941	-100.275	25.685
1942	-103.37	20.71
1943	-99.09	19.43
1944	-100.265	25.59
1945	-99.075	19.295
1946	-99.115	19.49
1947	-103.335	20.545
1948	-99.045	41.717
1949	-99.195	19.335
1950	-100.3	25.645
1951	-100.275	25.635
1952	-103.31	20.64
1953	-100.365	25.735
1954	-99.205	19.495
1955	-103.355	20.68
1956	-99.285	19.375
1957	-103.365	20.575
1958	-99.29	19.365
1959	-103.395	20.67
1960	-103.345	20.625
1961	-100.435	25.765
1962	-99.015	19.285
1963	-99.075	19.315
1964	-100.345	41.845
1965	-99.15	19.315
1966	-99.275	19.41
1967	-99.105	19.46
1968	-99.16	19.485
1969	-99.04	19.315
1970	-99.11	19.265
1971	-99.08	19.305
1972	-99.185	41.717
1973	-99.065	19.31
1974	-103.425	20.63
1975	-100.36	25.685
1976	-99.29	19.385
1977	-100.335	25.74
1978	-100.37	25.725
1979	-103.24	20.62
1980	-102.735	20.88
1981	-99.09	19.495
1982	-103.305	20.655
1983	-99.19	19.485
1984	-99.05	19.33
1985	-103.73	20.835
1986	-99.18	19.47
1987	-100.98	22.15
1988	-99.13	19.48
1989	-100.32	25.735
1990	-99.055	19.295
1991	-99.06	19.325
1992	-103.295	41.84
1993	-99.105	19.36
1994	-103.29	20.655
1995	-103.285	20.66
1996	-99.23	19.285
1997	-103.365	20.635
1998	-100.29	25.66
1999	-100.35	25.755
2000	-103.34	20.665
2001	-100.33	25.72
2002	-99.065	19.38
2003	-99.3	19.38
2004	-99.02	19.505
2005	-103.36	20.66
2006	-103.27	20.665
2007	-103.33	20.705
2008	-103.375	20.65
2009	-99.07	19.405
2010	-99.18	19.305
2011	-100.34	25.645
2012	-99.17	19.27
2013	-100.41	25.745
2014	-99.095	19.43
2015	-99.125	19.285
2016	-103.325	20.635
2017	-103.33	20.645
2018	-100.24	25.58
2019	-100.325	25.72
2020	-99.06	19.47
2021	-99.135	19.255
2022	-99.16	19.61
2023	-99.075	19.41
2024	-103.305	20.715
2025	-99.03	19.335
2026	-100.365	25.765
2027	-99.04	19.52
2028	-99.11	19.395
2029	-99.04	41.717
2030	-100.345	25.735
2031	-100.305	25.655
2032	-100.3	25.68
2033	-103.29	20.695
